SPECIES,STATION ID,Agricultural,ForestSource,Forested,Urbanized,PreBr1-1,PreBr1-2,PreBr1-3,Breed1-1,Breed1-2,Breed1-3,PostBr1-1,PostBr1-2,PostBr1-3,PreBr2-1,PreBr2-2,PreBr2-3,Breed2-1,Breed2-2,Breed2-3
ROPI,Urban - 11,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
ROPI,Urban - 12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROPI,Urban - 13,0,0,0,1,1,0,0,0,0,0,0,1,NA,0,0,0,1,0,0
ROPI,Urban - 14,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
ROPI,Urban - 15,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
ROPI,Urban - 16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
ROPI,Urban - 17,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0
ROPI,Urban - 18,0,0,0,1,1,1,0,0,0,0,0,1,NA,0,1,0,0,0,0
ROPI,Urban - 19,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ROPI,Urban - 2,0,0,0,1,1,0,0,0,0,0,1,0,NA,0,1,0,1,0,1
ROPI,Urban - 20,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1
ROPI,Urban - 21,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
ROPI,Urban - 22,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0
ROPI,Urban - 23,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
ROPI,Urban - 24,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0
ROPI,Urban - 25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ROPI,Urban - 26,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ROPI,Urban - 27,0,0,0,1,0,1,0,0,1,1,1,0,NA,0,0,0,1,1,0
ROPI,Urban - 28,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1
ROPI,Urban - 29,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
ROPI,Urban - 3,0,0,0,1,1,1,1,0,1,1,1,1,NA,1,1,1,1,1,1
ROPI,Urban - 30,0,0,0,1,1,1,1,1,1,1,1,1,NA,0,0,0,1,0,1
ROPI,Urban - 4,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
ROPI,Urban - 5,0,0,0,1,1,0,0,1,0,0,0,0,NA,1,0,0,0,0,1
ROPI,Urban - 6,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
ROPI,Urban - 7,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
ROPI,Urban - 8,0,0,0,1,0,0,1,0,0,0,0,0,NA,0,0,0,1,0,0
ROPI,Urban - 9,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RTHA,Agri - 1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0
RTHA,Agri - 10,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 11,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 12,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 13,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 14,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
RTHA,Agri - 15,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA
RTHA,Agri - 16,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 17,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 18,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 19,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 2,1,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 20,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 21,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
RTHA,Agri - 22,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 23,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
RTHA,Agri - 24,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 25,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 26,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 27,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 28,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 29,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 3,1,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 30,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA
RTHA,Agri - 4,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 5,1,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 6,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 7,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 8,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0
RTHA,Agri - 9,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Edge (G) - 26,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (G) - 28,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Edge (G) - 29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (G) - 30,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (G) - 31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (G) - 32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
RTHA,Edge (G) - 33,0,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0
RTHA,Edge (G) - 34,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (G) - 35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (G) - 36,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (G) - 37,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0
RTHA,Edge (G) - 38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (G) - 39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (G) - 40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (G) - 41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (G) - 42,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (G) - 43,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0
RTHA,Edge (G) - 44,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (S) - 1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (S) - 11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (S) - 12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (S) - 13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (S) - 14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (S) - 15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (S) - 16,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
RTHA,Edge (S) - 18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (S) - 19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (S) - 2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RTHA,Edge (S) - 20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (S) - 21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (S) - 22,0,1,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Edge (S) - 24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (S) - 25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (S) - 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (S) - 4,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (S) - 5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (S) - 6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Edge (S) - 7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
RTHA,For - 1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RTHA,For - 10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RTHA,For - 11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,For - 12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,For - 13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,For - 14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,For - 15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,For - 16,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0
RTHA,For - 17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RTHA,For - 18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,For - 19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,For - 2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,For - 20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RTHA,For - 21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,For - 22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,For - 23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RTHA,For - 24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,For - 25,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
RTHA,For - 26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,For - 27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,For - 28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,For - 29,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
RTHA,For - 3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,For - 30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RTHA,For - 4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RTHA,For - 5,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
RTHA,For - 6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,For - 7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
RTHA,For - 8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,For - 9,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0
RTHA,Urban - 1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Urban - 10,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Urban - 11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Urban - 12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Urban - 13,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Urban - 14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Urban - 15,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Urban - 16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
RTHA,Urban - 17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Urban - 18,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,0
RTHA,Urban - 19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Urban - 2,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Urban - 20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Urban - 21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Urban - 22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Urban - 23,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
RTHA,Urban - 24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Urban - 25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Urban - 26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Urban - 27,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Urban - 28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Urban - 29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Urban - 3,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Urban - 30,0,0,0,1,0,0,0,0,1,1,0,0,NA,0,0,0,0,1,0
RTHA,Urban - 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Urban - 5,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Urban - 6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Urban - 7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTHA,Urban - 8,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RTHA,Urban - 9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Agri - 1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 10,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 11,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 12,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 13,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 14,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
RUQD,Agri - 15,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA
RUQD,Agri - 16,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 17,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 18,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 19,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 2,1,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 20,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 21,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
RUQD,Agri - 22,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 23,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
RUQD,Agri - 24,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 25,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 26,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 27,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 28,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 29,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 3,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 30,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA
RUQD,Agri - 4,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 5,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 6,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 7,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 8,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0
RUQD,Agri - 9,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Edge (G) - 26,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (G) - 28,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Edge (G) - 29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (G) - 30,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (G) - 31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (G) - 32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (G) - 33,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (G) - 34,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (G) - 35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (G) - 36,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (G) - 37,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Edge (G) - 38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (G) - 39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (G) - 40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (G) - 41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (G) - 42,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (G) - 43,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (G) - 44,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (S) - 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (S) - 11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (S) - 12,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
RUQD,Edge (S) - 13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (S) - 14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (S) - 15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (S) - 16,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
RUQD,Edge (S) - 18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (S) - 19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (S) - 2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (S) - 20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (S) - 21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (S) - 22,0,1,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Edge (S) - 24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (S) - 25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (S) - 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (S) - 4,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (S) - 5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (S) - 6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Edge (S) - 7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 14,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 23,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 6,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
RUQD,For - 7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,For - 8,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
RUQD,For - 9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RUQD,Urban - 1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Urban - 10,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Urban - 11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Urban - 12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Urban - 13,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Urban - 14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Urban - 15,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Urban - 16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
RUQD,Urban - 17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Urban - 18,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Urban - 19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Urban - 2,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
RUQD,Urban - 20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Urban - 21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Urban - 22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Urban - 23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUQD,Urban - 24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
